source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Sri Lanka LTTE 2002 onward process_location_15,Sri Lanka LTTE 2002 onward process_location_7,"عمان, عمان","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (57.0036901 21.0000287),POINT (55.147647448637606 24.956654649999997),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_15,Sri Lanka LTTE 2002 onward process_location_20,"عمان, عمان","African Union, Soomaaliya الصومال",POINT (57.0036901 21.0000287),POINT (42.5678934446982 -0.31206275),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_15,Sri Lanka LTTE 2002 onward process_location_5,"عمان, عمان","مصر, مصر",POINT (57.0036901 21.0000287),POINT (29.2675469 26.2540493),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_14,Sri Lanka LTTE 2002 onward process_location_7,"السعودية, السعودية","Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة",POINT (42.3528328 25.6242618),POINT (55.147647448637606 24.956654649999997),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_14,Sri Lanka LTTE 2002 onward process_location_20,"السعودية, السعودية","African Union, Soomaaliya الصومال",POINT (42.3528328 25.6242618),POINT (42.5678934446982 -0.31206275),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_14,Sri Lanka LTTE 2002 onward process_location_5,"السعودية, السعودية","مصر, مصر",POINT (42.3528328 25.6242618),POINT (29.2675469 26.2540493),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_7,Sri Lanka LTTE 2002 onward process_location_20,"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة","African Union, Soomaaliya الصومال",POINT (55.147647448637606 24.956654649999997),POINT (42.5678934446982 -0.31206275),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_7,Sri Lanka LTTE 2002 onward process_location_5,"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة","مصر, مصر",POINT (55.147647448637606 24.956654649999997),POINT (29.2675469 26.2540493),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Sri Lanka LTTE 2002 onward process_location_20,Sri Lanka LTTE 2002 onward process_location_5,"African Union, Soomaaliya الصومال","مصر, مصر",POINT (42.5678934446982 -0.31206275),POINT (29.2675469 26.2540493),Sri Lanka,2003-06-10,2003,Tokyo Declaration on Reconstruction and Development of Sri Lanka,Sri Lanka LTTE 2002 onward process,"Summary of the Hakone Conference in Japan, which was attended by the GOSL, but not the LTTE. The objective of the conference was to take note of the economic challenges of Sri Lanka; provide the international community with an opportunity to demonstrate its strong and unified commitment to the reconstruction and development of Sri Lanka; to promote the peace process; note the importance of humanitarian assistance; fund-raise to accomplish the aforementioned tasks; and emphasize the importance of developing the north east region and praise the ""regain Sri Lanka"" economic plan.",1154
Bosnia peace process_location_15,Bosnia peace process_location_0,"عمان, عمان","Россия, Россия",POINT (57.0036901 21.0000287),POINT (97.7453061 64.6863136),Bosnia and Herzegovina/Yugoslavia (former),1995-12-15,1995,UN Security Council Resolution 1031,Bosnia peace process,"This UN Security Council Resolution contains implementation modalities for enacting the General Framework Agreement for Peace, particularly for the formation of the multinational implementation force (IFOR), and reaffirming the powers of the High Representative. ",1203
